Date,close
2015-05-08 00:00:00-04:00,28.620132446289062
2015-05-11 00:00:00-04:00,28.328590393066406
2015-05-12 00:00:00-04:00,28.227676391601562
2015-05-13 00:00:00-04:00,28.25907325744629
2015-05-14 00:00:00-04:00,28.91838836669922
2015-05-15 00:00:00-04:00,28.878036499023438
2015-05-18 00:00:00-04:00,29.196487426757812
2015-05-19 00:00:00-04:00,29.16956901550293
2015-05-20 00:00:00-04:00,29.16732406616211
2015-05-21 00:00:00-04:00,29.465593338012695
2015-05-22 00:00:00-04:00,29.72348976135254
2015-05-26 00:00:00-04:00,29.068645477294922
2015-05-27 00:00:00-04:00,29.611360549926758
2015-05-28 00:00:00-04:00,29.55304718017578
2015-05-29 00:00:00-04:00,29.21666145324707
2015-06-01 00:00:00-04:00,29.27496910095215
2015-06-02 00:00:00-04:00,29.1449031829834
2015-06-03 00:00:00-04:00,29.1807804107666
2015-06-04 00:00:00-04:00,29.01034164428711
2015-06-05 00:00:00-04:00,28.851110458374023
2015-06-08 00:00:00-04:00,28.660497665405273
2015-06-09 00:00:00-04:00,28.575273513793945
2015-06-10 00:00:00-04:00,28.902698516845703
2015-06-11 00:00:00-04:00,28.83765983581543
2015-06-12 00:00:00-04:00,28.51921272277832
2015-06-15 00:00:00-04:00,28.463146209716797
2015-06-16 00:00:00-04:00,28.615644454956055
2015-06-17 00:00:00-04:00,28.548364639282227
2015-06-18 00:00:00-04:00,28.678442001342773
2015-06-19 00:00:00-04:00,28.39138412475586
2015-06-22 00:00:00-04:00,28.617889404296875
2015-06-23 00:00:00-04:00,28.487812042236328
2015-06-24 00:00:00-04:00,28.730016708374023
2015-06-25 00:00:00-04:00,28.593215942382812
2015-06-26 00:00:00-04:00,28.425024032592773
2015-06-29 00:00:00-04:00,27.927160263061523
2015-06-30 00:00:00-04:00,28.128997802734375
2015-07-01 00:00:00-04:00,28.39138412475586
2015-07-02 00:00:00-04:00,28.355501174926758
2015-07-06 00:00:00-04:00,28.25682830810547
2015-07-07 00:00:00-04:00,28.18730354309082
2015-07-08 00:00:00-04:00,27.48761558532715
2015-07-09 00:00:00-04:00,26.92696189880371
2015-07-10 00:00:00-04:00,27.646835327148438
2015-07-13 00:00:00-04:00,28.18058204650879
2015-07-14 00:00:00-04:00,28.169363021850586
2015-07-15 00:00:00-04:00,28.44072151184082
2015-07-16 00:00:00-04:00,28.819719314575195
2015-07-17 00:00:00-04:00,29.068645477294922
2015-07-20 00:00:00-04:00,29.618091583251953
2015-07-21 00:00:00-04:00,29.322059631347656
2015-07-22 00:00:00-04:00,28.08190155029297
2015-07-23 00:00:00-04:00,28.068450927734375
2015-07-24 00:00:00-04:00,27.920433044433594
2015-07-27 00:00:00-04:00,27.5324649810791
2015-07-28 00:00:00-04:00,27.669260025024414
2015-07-29 00:00:00-04:00,27.581806182861328
2015-07-30 00:00:00-04:00,27.442760467529297
2015-07-31 00:00:00-04:00,27.20280647277832
2015-08-03 00:00:00-04:00,26.561412811279297
2015-08-04 00:00:00-04:00,25.709228515625
2015-08-05 00:00:00-04:00,25.879663467407227
2015-08-06 00:00:00-04:00,25.935983657836914
2015-08-07 00:00:00-04:00,26.023839950561523
2015-08-10 00:00:00-04:00,26.970001220703125
2015-08-11 00:00:00-04:00,25.5665340423584
2015-08-12 00:00:00-04:00,25.960771560668945
2015-08-13 00:00:00-04:00,25.940486907958984
2015-08-14 00:00:00-04:00,26.122966766357422
2015-08-17 00:00:00-04:00,26.393291473388672
2015-08-18 00:00:00-04:00,26.244611740112305
2015-08-19 00:00:00-04:00,25.90894889831543
2015-08-20 00:00:00-04:00,25.377300262451172
2015-08-21 00:00:00-04:00,23.82514762878418
2015-08-24 00:00:00-04:00,23.23042106628418
2015-08-25 00:00:00-04:00,23.37009048461914
2015-08-26 00:00:00-04:00,24.71048355102539
2015-08-27 00:00:00-04:00,25.43812370300293
2015-08-28 00:00:00-04:00,25.521484375
2015-08-31 00:00:00-04:00,25.402082443237305
2015-09-01 00:00:00-04:00,24.266695022583008
2015-09-02 00:00:00-04:00,25.307462692260742
2015-09-03 00:00:00-04:00,24.863670349121094
2015-09-04 00:00:00-04:00,24.61587142944336
2015-09-08 00:00:00-04:00,25.30070686340332
2015-09-09 00:00:00-04:00,24.81411361694336
2015-09-10 00:00:00-04:00,25.359281539916992
2015-09-11 00:00:00-04:00,25.728727340698242
2015-09-14 00:00:00-04:00,25.976533889770508
2015-09-15 00:00:00-04:00,26.19505500793457
2015-09-16 00:00:00-04:00,26.224334716796875
2015-09-17 00:00:00-04:00,25.66339874267578
2015-09-18 00:00:00-04:00,25.557523727416992
2015-09-21 00:00:00-04:00,25.954004287719727
2015-09-22 00:00:00-04:00,25.54625701904297
2015-09-23 00:00:00-04:00,25.75351333618164
2015-09-24 00:00:00-04:00,25.906700134277344
2015-09-25 00:00:00-04:00,25.841371536254883
2015-09-28 00:00:00-04:00,25.329988479614258
2015-09-29 00:00:00-04:00,24.568561553955078
2015-09-30 00:00:00-04:00,24.847898483276367
2015-10-01 00:00:00-04:00,24.68570327758789
2015-10-02 00:00:00-04:00,24.865922927856445
2015-10-05 00:00:00-04:00,24.956037521362305
2015-10-06 00:00:00-04:00,25.0754337310791
2015-10-07 00:00:00-04:00,24.956037521362305
2015-10-08 00:00:00-04:00,24.667680740356445
2015-10-09 00:00:00-04:00,25.257909774780273
2015-10-12 00:00:00-04:00,25.140762329101562
2015-10-13 00:00:00-04:00,25.183561325073242
2015-10-14 00:00:00-04:00,24.82762908935547
